source_state,target_state,quantity_kcal,State,original_alt_trade_kcal,trade_alt_needed_clipped,scale_factor,optimized_trade_kcal
mizoram,puducherry,0.0,mizoram,0.0,186168869855.42935,0.0,0.0
mizoram,punjab,0.0,mizoram,0.0,186168869855.42935,0.0,0.0
mizoram,rajasthan,0.0,mizoram,0.0,186168869855.42935,0.0,0.0
mizoram,tamil nadu,0.0,mizoram,0.0,186168869855.42935,0.0,0.0
mizoram,telangana,0.0,mizoram,0.0,186168869855.42935,0.0,0.0
mizoram,tripura,0.0,mizoram,0.0,186168869855.42935,0.0,0.0
mizoram,uttar pradesh,0.0,mizoram,0.0,186168869855.42935,0.0,0.0
mizoram,uttarakhand,0.0,mizoram,0.0,186168869855.42935,0.0,0.0
mizoram,west bengal,0.0,mizoram,0.0,186168869855.42935,0.0,0.0
nagaland,andhra pradesh,0.0,nagaland,0.0,49522411258.03177,0.0,0.0
nagaland,arunachal pradesh,0.0,nagaland,0.0,49522411258.03177,0.0,0.0
nagaland,assam,0.0,nagaland,0.0,49522411258.03177,0.0,0.0
nagaland,bihar,0.0,nagaland,0.0,49522411258.03177,0.0,0.0
nagaland,chandigarh,0.0,nagaland,0.0,49522411258.03177,0.0,0.0
nagaland,chhattisgarh,0.0,nagaland,0.0,49522411258.03177,0.0,0.0
nagaland,daman and diu,0.0,nagaland,0.0,49522411258.03177,0.0,0.0
nagaland,delhi,0.0,nagaland,0.0,49522411258.03177,0.0,0.0
nagaland,goa,0.0,nagaland,0.0,49522411258.03177,0.0,0.0
nagaland,gujarat,0.0,nagaland,0.0,49522411258.03177,0.0,0.0
nagaland,haryana,0.0,nagaland,0.0,49522411258.03177,0.0,0.0
nagaland,himachal pradesh,0.0,nagaland,0.0,49522411258.03177,0.0,0.0
nagaland,jammu and kashmir,0.0,nagaland,0.0,49522411258.03177,0.0,0.0
nagaland,jharkhand,0.0,nagaland,0.0,49522411258.03177,0.0,0.0
nagaland,karnataka,0.0,nagaland,0.0,49522411258.03177,0.0,0.0
nagaland,kerala,0.0,nagaland,0.0,49522411258.03177,0.0,0.0
nagaland,madhya pradesh,0.0,nagaland,0.0,49522411258.03177,0.0,0.0
nagaland,maharashtra,0.0,nagaland,0.0,49522411258.03177,0.0,0.0
nagaland,manipur,0.0,nagaland,0.0,49522411258.03177,0.0,0.0
nagaland,meghalaya,0.0,nagaland,0.0,49522411258.03177,0.0,0.0
nagaland,mizoram,0.0,nagaland,0.0,49522411258.03177,0.0,0.0
nagaland,odisha,0.0,nagaland,0.0,49522411258.03177,0.0,0.0
nagaland,puducherry,0.0,nagaland,0.0,49522411258.03177,0.0,0.0
nagaland,punjab,0.0,nagaland,0.0,49522411258.03177,0.0,0.0
nagaland,rajasthan,0.0,nagaland,0.0,49522411258.03177,0.0,0.0
nagaland,tamil nadu,0.0,nagaland,0.0,49522411258.03177,0.0,0.0
nagaland,telangana,0.0,nagaland,0.0,49522411258.03177,0.0,0.0
nagaland,tripura,0.0,nagaland,0.0,49522411258.03177,0.0,0.0
nagaland,uttar pradesh,0.0,nagaland,0.0,49522411258.03177,0.0,0.0
nagaland,uttarakhand,0.0,nagaland,0.0,49522411258.03177,0.0,0.0
nagaland,west bengal,0.0,nagaland,0.0,49522411258.03177,0.0,0.0
odisha,andhra pradesh,0.0,odisha,113712235000.0,13873519511765.898,122.00551252700203,0.0
odisha,arunachal pradesh,0.0,odisha,113712235000.0,13873519511765.898,122.00551252700203,0.0
odisha,assam,5706220000.0,odisha,113712235000.0,13873519511765.898,122.00551252700203,696190295691.8295
odisha,bihar,0.0,odisha,113712235000.0,13873519511765.898,122.00551252700203,0.0
odisha,chandigarh,0.0,odisha,113712235000.0,13873519511765.898,122.00551252700203,0.0
odisha,chhattisgarh,0.0,odisha,113712235000.0,13873519511765.898,122.00551252700203,0.0
odisha,daman and diu,0.0,odisha,113712235000.0,13873519511765.898,122.00551252700203,0.0
odisha,delhi,0.0,odisha,113712235000.0,13873519511765.898,122.00551252700203,0.0
odisha,goa,0.0,odisha,113712235000.0,13873519511765.898,122.00551252700203,0.0
odisha,gujarat,0.0,odisha,113712235000.0,13873519511765.898,122.00551252700203,0.0
odisha,haryana,0.0,odisha,113712235000.0,13873519511765.898,122.00551252700203,0.0
odisha,himachal pradesh,0.0,odisha,113712235000.0,13873519511765.898,122.00551252700203,0.0
odisha,jammu and kashmir,0.0,odisha,113712235000.0,13873519511765.898,122.00551252700203,0.0
odisha,jharkhand,0.0,odisha,113712235000.0,13873519511765.898,122.00551252700203,0.0
odisha,karnataka,0.0,odisha,113712235000.0,13873519511765.898,122.00551252700203,0.0
odisha,kerala,0.0,odisha,113712235000.0,13873519511765.898,122.00551252700203,0.0
odisha,madhya pradesh,0.0,odisha,113712235000.0,13873519511765.898,122.00551252700203,0.0
odisha,maharashtra,0.0,odisha,113712235000.0,13873519511765.898,122.00551252700203,0.0
odisha,manipur,0.0,odisha,113712235000.0,13873519511765.898,122.00551252700203,0.0
odisha,meghalaya,0.0,odisha,113712235000.0,13873519511765.898,122.00551252700203,0.0
odisha,mizoram,0.0,odisha,113712235000.0,13873519511765.898,122.00551252700203,0.0
odisha,nagaland,0.0,odisha,113712235000.0,13873519511765.898,122.00551252700203,0.0
odisha,puducherry,0.0,odisha,113712235000.0,13873519511765.898,122.00551252700203,0.0
odisha,punjab,0.0,odisha,113712235000.0,13873519511765.898,122.00551252700203,0.0
odisha,rajasthan,0.0,odisha,113712235000.0,13873519511765.898,122.00551252700203,0.0
odisha,tamil nadu,17433585000.0,odisha,113712235000.0,13873519511765.898,122.00551252700203,2126993473108.0547
odisha,telangana,0.0,odisha,113712235000.0,13873519511765.898,122.00551252700203,0.0
odisha,tripura,0.0,odisha,113712235000.0,13873519511765.898,122.00551252700203,0.0
odisha,uttar pradesh,0.0,odisha,113712235000.0,13873519511765.898,122.00551252700203,0.0
odisha,uttarakhand,0.0,odisha,113712235000.0,13873519511765.898,122.00551252700203,0.0
odisha,west bengal,90572430000.0,odisha,113712235000.0,13873519511765.898,122.00551252700203,11050335742966.014
puducherry,andhra pradesh,0.0,puducherry,0.0,529141860.3875884,0.0,0.0
puducherry,arunachal pradesh,0.0,puducherry,0.0,529141860.3875884,0.0,0.0
puducherry,assam,0.0,puducherry,0.0,529141860.3875884,0.0,0.0
puducherry,bihar,0.0,puducherry,0.0,529141860.3875884,0.0,0.0
puducherry,chandigarh,0.0,puducherry,0.0,529141860.3875884,0.0,0.0
puducherry,chhattisgarh,0.0,puducherry,0.0,529141860.3875884,0.0,0.0
puducherry,daman and diu,0.0,puducherry,0.0,529141860.3875884,0.0,0.0
puducherry,delhi,0.0,puducherry,0.0,529141860.3875884,0.0,0.0
puducherry,goa,0.0,puducherry,0.0,529141860.3875884,0.0,0.0
puducherry,gujarat,0.0,puducherry,0.0,529141860.3875884,0.0,0.0
puducherry,haryana,0.0,puducherry,0.0,529141860.3875884,0.0,0.0
puducherry,himachal pradesh,0.0,puducherry,0.0,529141860.3875884,0.0,0.0
puducherry,jammu and kashmir,0.0,puducherry,0.0,529141860.3875884,0.0,0.0
puducherry,jharkhand,0.0,puducherry,0.0,529141860.3875884,0.0,0.0
puducherry,karnataka,0.0,puducherry,0.0,529141860.3875884,0.0,0.0
puducherry,kerala,0.0,puducherry,0.0,529141860.3875884,0.0,0.0
puducherry,madhya pradesh,0.0,puducherry,0.0,529141860.3875884,0.0,0.0
puducherry,maharashtra,0.0,puducherry,0.0,529141860.3875884,0.0,0.0
puducherry,manipur,0.0,puducherry,0.0,529141860.3875884,0.0,0.0
puducherry,meghalaya,0.0,puducherry,0.0,529141860.3875884,0.0,0.0
puducherry,mizoram,0.0,puducherry,0.0,529141860.3875884,0.0,0.0
puducherry,nagaland,0.0,puducherry,0.0,529141860.3875884,0.0,0.0
puducherry,odisha,0.0,puducherry,0.0,529141860.3875884,0.0,0.0
puducherry,punjab,0.0,puducherry,0.0,529141860.3875884,0.0,0.0
puducherry,rajasthan,0.0,puducherry,0.0,529141860.3875884,0.0,0.0
puducherry,tamil nadu,0.0,puducherry,0.0,529141860.3875884,0.0,0.0
puducherry,telangana,0.0,puducherry,0.0,529141860.3875884,0.0,0.0
puducherry,tripura,0.0,puducherry,0.0,529141860.3875884,0.0,0.0
puducherry,uttar pradesh,0.0,puducherry,0.0,529141860.3875884,0.0,0.0
puducherry,uttarakhand,0.0,puducherry,0.0,529141860.3875884,0.0,0.0
puducherry,west bengal,0.0,puducherry,0.0,529141860.3875884,0.0,0.0
punjab,andhra pradesh,0.0,punjab,8804640000.0,0.0,0.0,0.0
punjab,arunachal pradesh,0.0,punjab,8804640000.0,0.0,0.0,0.0
punjab,assam,0.0,punjab,8804640000.0,0.0,0.0,0.0
punjab,bihar,0.0,punjab,8804640000.0,0.0,0.0,0.0
punjab,chandigarh,0.0,punjab,8804640000.0,0.0,0.0,0.0
punjab,chhattisgarh,0.0,punjab,8804640000.0,0.0,0.0,0.0
punjab,daman and diu,0.0,punjab,8804640000.0,0.0,0.0,0.0
punjab,delhi,0.0,punjab,8804640000.0,0.0,0.0,0.0
punjab,goa,0.0,punjab,8804640000.0,0.0,0.0,0.0
punjab,gujarat,0.0,punjab,8804640000.0,0.0,0.0,0.0
punjab,haryana,0.0,punjab,8804640000.0,0.0,0.0,0.0
punjab,himachal pradesh,0.0,punjab,8804640000.0,0.0,0.0,0.0
punjab,jammu and kashmir,0.0,punjab,8804640000.0,0.0,0.0,0.0
punjab,jharkhand,0.0,punjab,8804640000.0,0.0,0.0,0.0
punjab,karnataka,5867550000.0,punjab,8804640000.0,0.0,0.0,0.0
punjab,kerala,0.0,punjab,8804640000.0,0.0,0.0,0.0
punjab,madhya pradesh,0.0,punjab,8804640000.0,0.0,0.0,0.0
punjab,maharashtra,0.0,punjab,8804640000.0,0.0,0.0,0.0
punjab,manipur,0.0,punjab,8804640000.0,0.0,0.0,0.0
punjab,meghalaya,0.0,punjab,8804640000.0,0.0,0.0,0.0
punjab,mizoram,0.0,punjab,8804640000.0,0.0,0.0,0.0
punjab,nagaland,0.0,punjab,8804640000.0,0.0,0.0,0.0
punjab,odisha,0.0,punjab,8804640000.0,0.0,0.0,0.0
punjab,puducherry,0.0,punjab,8804640000.0,0.0,0.0,0.0
punjab,rajasthan,0.0,punjab,8804640000.0,0.0,0.0,0.0
punjab,tamil nadu,2937090000.0,punjab,8804640000.0,0.0,0.0,0.0
punjab,telangana,0.0,punjab,8804640000.0,0.0,0.0,0.0
punjab,tripura,0.0,punjab,8804640000.0,0.0,0.0,0.0
punjab,uttar pradesh,0.0,punjab,8804640000.0,0.0,0.0,0.0
punjab,uttarakhand,0.0,punjab,8804640000.0,0.0,0.0,0.0
punjab,west bengal,0.0,punjab,8804640000.0,0.0,0.0,0.0
rajasthan,andhra pradesh,1288980000.0,rajasthan,28269354666.666664,0.0,0.0,0.0
rajasthan,arunachal pradesh,0.0,rajasthan,28269354666.666664,0.0,0.0,0.0
rajasthan,assam,0.0,rajasthan,28269354666.666664,0.0,0.0,0.0
rajasthan,bihar,0.0,rajasthan,28269354666.666664,0.0,0.0,0.0
rajasthan,chandigarh,0.0,rajasthan,28269354666.666664,0.0,0.0,0.0
rajasthan,chhattisgarh,0.0,rajasthan,28269354666.666664,0.0,0.0,0.0
rajasthan,daman and diu,0.0,rajasthan,28269354666.666664,0.0,0.0,0.0
rajasthan,delhi,0.0,rajasthan,28269354666.666664,0.0,0.0,0.0
rajasthan,goa,0.0,rajasthan,28269354666.666664,0.0,0.0,0.0
rajasthan,gujarat,0.0,rajasthan,28269354666.666664,0.0,0.0,0.0
rajasthan,haryana,0.0,rajasthan,28269354666.666664,0.0,0.0,0.0
rajasthan,himachal pradesh,0.0,rajasthan,28269354666.666664,0.0,0.0,0.0
rajasthan,jammu and kashmir,0.0,rajasthan,28269354666.666664,0.0,0.0,0.0
rajasthan,jharkhand,0.0,rajasthan,28269354666.666664,0.0,0.0,0.0
rajasthan,karnataka,0.0,rajasthan,28269354666.666664,0.0,0.0,0.0
rajasthan,kerala,0.0,rajasthan,28269354666.666664,0.0,0.0,0.0
rajasthan,madhya pradesh,0.0,rajasthan,28269354666.666664,0.0,0.0,0.0
rajasthan,maharashtra,0.0,rajasthan,28269354666.666664,0.0,0.0,0.0
rajasthan,manipur,0.0,rajasthan,28269354666.666664,0.0,0.0,0.0
rajasthan,meghalaya,0.0,rajasthan,28269354666.666664,0.0,0.0,0.0
rajasthan,mizoram,0.0,rajasthan,28269354666.666664,0.0,0.0,0.0
rajasthan,nagaland,0.0,rajasthan,28269354666.666664,0.0,0.0,0.0
rajasthan,odisha,0.0,rajasthan,28269354666.666664,0.0,0.0,0.0
rajasthan,puducherry,0.0,rajasthan,28269354666.666664,0.0,0.0,0.0
rajasthan,punjab,0.0,rajasthan,28269354666.666664,0.0,0.0,0.0
rajasthan,tamil nadu,26980374666.666664,rajasthan,28269354666.666664,0.0,0.0,0.0
rajasthan,telangana,0.0,rajasthan,28269354666.666664,0.0,0.0,0.0
rajasthan,tripura,0.0,rajasthan,28269354666.666664,0.0,0.0,0.0
rajasthan,uttar pradesh,0.0,rajasthan,28269354666.666664,0.0,0.0,0.0
rajasthan,uttarakhand,0.0,rajasthan,28269354666.666664,0.0,0.0,0.0
rajasthan,west bengal,0.0,rajasthan,28269354666.666664,0.0,0.0,0.0
tamil nadu,andhra pradesh,0.0,tamil nadu,2923830000.0,49656047432928.125,16983.21976070022,0.0
tamil nadu,arunachal pradesh,0.0,tamil nadu,2923830000.0,49656047432928.125,16983.21976070022,0.0
tamil nadu,assam,0.0,tamil nadu,2923830000.0,49656047432928.125,16983.21976070022,0.0
tamil nadu,bihar,0.0,tamil nadu,2923830000.0,49656047432928.125,16983.21976070022,0.0
tamil nadu,chandigarh,0.0,tamil nadu,2923830000.0,49656047432928.125,16983.21976070022,0.0
tamil nadu,chhattisgarh,0.0,tamil nadu,2923830000.0,49656047432928.125,16983.21976070022,0.0
tamil nadu,daman and diu,0.0,tamil nadu,2923830000.0,49656047432928.125,16983.21976070022,0.0
tamil nadu,delhi,0.0,tamil nadu,2923830000.0,49656047432928.125,16983.21976070022,0.0
tamil nadu,goa,0.0,tamil nadu,2923830000.0,49656047432928.125,16983.21976070022,0.0
tamil nadu,gujarat,0.0,tamil nadu,2923830000.0,49656047432928.125,16983.21976070022,0.0
tamil nadu,haryana,0.0,tamil nadu,2923830000.0,49656047432928.125,16983.21976070022,0.0
tamil nadu,himachal pradesh,0.0,tamil nadu,2923830000.0,49656047432928.125,16983.21976070022,0.0
tamil nadu,jammu and kashmir,0.0,tamil nadu,2923830000.0,49656047432928.125,16983.21976070022,0.0
tamil nadu,jharkhand,0.0,tamil nadu,2923830000.0,49656047432928.125,16983.21976070022,0.0
tamil nadu,karnataka,0.0,tamil nadu,2923830000.0,49656047432928.125,16983.21976070022,0.0
tamil nadu,kerala,2923830000.0,tamil nadu,2923830000.0,49656047432928.125,16983.21976070022,49656047432928.125
tamil nadu,madhya pradesh,0.0,tamil nadu,2923830000.0,49656047432928.125,16983.21976070022,0.0
tamil nadu,maharashtra,0.0,tamil nadu,2923830000.0,49656047432928.125,16983.21976070022,0.0
tamil nadu,manipur,0.0,tamil nadu,2923830000.0,49656047432928.125,16983.21976070022,0.0
tamil nadu,meghalaya,0.0,tamil nadu,2923830000.0,49656047432928.125,16983.21976070022,0.0
tamil nadu,mizoram,0.0,tamil nadu,2923830000.0,49656047432928.125,16983.21976070022,0.0
tamil nadu,nagaland,0.0,tamil nadu,2923830000.0,49656047432928.125,16983.21976070022,0.0
tamil nadu,odisha,0.0,tamil nadu,2923830000.0,49656047432928.125,16983.21976070022,0.0
tamil nadu,puducherry,0.0,tamil nadu,2923830000.0,49656047432928.125,16983.21976070022,0.0
tamil nadu,punjab,0.0,tamil nadu,2923830000.0,49656047432928.125,16983.21976070022,0.0
tamil nadu,rajasthan,0.0,tamil nadu,2923830000.0,49656047432928.125,16983.21976070022,0.0
tamil nadu,telangana,0.0,tamil nadu,2923830000.0,49656047432928.125,16983.21976070022,0.0
tamil nadu,tripura,0.0,tamil nadu,2923830000.0,49656047432928.125,16983.21976070022,0.0
tamil nadu,uttar pradesh,0.0,tamil nadu,2923830000.0,49656047432928.125,16983.21976070022,0.0
tamil nadu,uttarakhand,0.0,tamil nadu,2923830000.0,49656047432928.125,16983.21976070022,0.0
tamil nadu,west bengal,0.0,tamil nadu,2923830000.0,49656047432928.125,16983.21976070022,0.0
telangana,arunachal pradesh,0.0,telangana,82898205000.0,29037934852537.832,350.28424140833727,0.0
telangana,assam,0.0,telangana,82898205000.0,29037934852537.832,350.28424140833727,0.0
telangana,bihar,0.0,telangana,82898205000.0,29037934852537.832,350.28424140833727,0.0
telangana,chandigarh,0.0,telangana,82898205000.0,29037934852537.832,350.28424140833727,0.0
telangana,chhattisgarh,0.0,telangana,82898205000.0,29037934852537.832,350.28424140833727,0.0
telangana,daman and diu,0.0,telangana,82898205000.0,29037934852537.832,350.28424140833727,0.0
telangana,delhi,0.0,telangana,82898205000.0,29037934852537.832,350.28424140833727,0.0
telangana,goa,0.0,telangana,82898205000.0,29037934852537.832,350.28424140833727,0.0
telangana,gujarat,0.0,telangana,82898205000.0,29037934852537.832,350.28424140833727,0.0
telangana,haryana,0.0,telangana,82898205000.0,29037934852537.832,350.28424140833727,0.0
telangana,himachal pradesh,0.0,telangana,82898205000.0,29037934852537.832,350.28424140833727,0.0
telangana,jammu and kashmir,0.0,telangana,82898205000.0,29037934852537.832,350.28424140833727,0.0
telangana,jharkhand,0.0,telangana,82898205000.0,29037934852537.832,350.28424140833727,0.0
telangana,karnataka,0.0,telangana,82898205000.0,29037934852537.832,350.28424140833727,0.0
telangana,kerala,0.0,telangana,82898205000.0,29037934852537.832,350.28424140833727,0.0
telangana,madhya pradesh,0.0,telangana,82898205000.0,29037934852537.832,350.28424140833727,0.0
telangana,maharashtra,0.0,telangana,82898205000.0,29037934852537.832,350.28424140833727,0.0
telangana,manipur,0.0,telangana,82898205000.0,29037934852537.832,350.28424140833727,0.0
telangana,meghalaya,0.0,telangana,82898205000.0,29037934852537.832,350.28424140833727,0.0
telangana,mizoram,0.0,telangana,82898205000.0,29037934852537.832,350.28424140833727,0.0
telangana,nagaland,0.0,telangana,82898205000.0,29037934852537.832,350.28424140833727,0.0
telangana,odisha,0.0,telangana,82898205000.0,29037934852537.832,350.28424140833727,0.0
telangana,puducherry,0.0,telangana,82898205000.0,29037934852537.832,350.28424140833727,0.0
telangana,punjab,0.0,telangana,82898205000.0,29037934852537.832,350.28424140833727,0.0
telangana,rajasthan,0.0,telangana,82898205000.0,29037934852537.832,350.28424140833727,0.0
telangana,tamil nadu,82898205000.0,telangana,82898205000.0,29037934852537.832,350.28424140833727,29037934852537.832
telangana,tripura,0.0,telangana,82898205000.0,29037934852537.832,350.28424140833727,0.0
telangana,uttar pradesh,0.0,telangana,82898205000.0,29037934852537.832,350.28424140833727,0.0
telangana,uttarakhand,0.0,telangana,82898205000.0,29037934852537.832,350.28424140833727,0.0
telangana,west bengal,0.0,telangana,82898205000.0,29037934852537.832,350.28424140833727,0.0
tripura,andhra pradesh,0.0,tripura,0.0,0.0,0.0,0.0
tripura,arunachal pradesh,0.0,tripura,0.0,0.0,0.0,0.0
tripura,assam,0.0,tripura,0.0,0.0,0.0,0.0
tripura,bihar,0.0,tripura,0.0,0.0,0.0,0.0
tripura,chandigarh,0.0,tripura,0.0,0.0,0.0,0.0
tripura,chhattisgarh,0.0,tripura,0.0,0.0,0.0,0.0
tripura,daman and diu,0.0,tripura,0.0,0.0,0.0,0.0
tripura,delhi,0.0,tripura,0.0,0.0,0.0,0.0
tripura,goa,0.0,tripura,0.0,0.0,0.0,0.0
tripura,gujarat,0.0,tripura,0.0,0.0,0.0,0.0
tripura,haryana,0.0,tripura,0.0,0.0,0.0,0.0
tripura,himachal pradesh,0.0,tripura,0.0,0.0,0.0,0.0
tripura,jammu and kashmir,0.0,tripura,0.0,0.0,0.0,0.0
tripura,jharkhand,0.0,tripura,0.0,0.0,0.0,0.0
tripura,karnataka,0.0,tripura,0.0,0.0,0.0,0.0
tripura,kerala,0.0,tripura,0.0,0.0,0.0,0.0
tripura,madhya pradesh,0.0,tripura,0.0,0.0,0.0,0.0
tripura,maharashtra,0.0,tripura,0.0,0.0,0.0,0.0
tripura,manipur,0.0,tripura,0.0,0.0,0.0,0.0
tripura,meghalaya,0.0,tripura,0.0,0.0,0.0,0.0
tripura,mizoram,0.0,tripura,0.0,0.0,0.0,0.0
tripura,nagaland,0.0,tripura,0.0,0.0,0.0,0.0
tripura,odisha,0.0,tripura,0.0,0.0,0.0,0.0
tripura,puducherry,0.0,tripura,0.0,0.0,0.0,0.0
tripura,punjab,0.0,tripura,0.0,0.0,0.0,0.0
tripura,rajasthan,0.0,tripura,0.0,0.0,0.0,0.0
tripura,tamil nadu,0.0,tripura,0.0,0.0,0.0,0.0
tripura,telangana,0.0,tripura,0.0,0.0,0.0,0.0
tripura,uttar pradesh,0.0,tripura,0.0,0.0,0.0,0.0
tripura,uttarakhand,0.0,tripura,0.0,0.0,0.0,0.0
tripura,west bengal,0.0,tripura,0.0,0.0,0.0,0.0
uttar pradesh,andhra pradesh,0.0,uttar pradesh,426870393333.3333,18398828585140.277,43.10167412049365,0.0
uttar pradesh,arunachal pradesh,0.0,uttar pradesh,426870393333.3333,18398828585140.277,43.10167412049365,0.0
uttar pradesh,assam,29189600000.0,uttar pradesh,426870393333.3333,18398828585140.277,43.10167412049365,1258120626907.5613
uttar pradesh,bihar,2306135000.0,uttar pradesh,426870393333.3333,18398828585140.277,43.10167412049365,99398279247.86462
uttar pradesh,chandigarh,0.0,uttar pradesh,426870393333.3333,18398828585140.277,43.10167412049365,0.0
uttar pradesh,chhattisgarh,0.0,uttar pradesh,426870393333.3333,18398828585140.277,43.10167412049365,0.0
uttar pradesh,daman and diu,0.0,uttar pradesh,426870393333.3333,18398828585140.277,43.10167412049365,0.0
uttar pradesh,delhi,0.0,uttar pradesh,426870393333.3333,18398828585140.277,43.10167412049365,0.0
uttar pradesh,goa,0.0,uttar pradesh,426870393333.3333,18398828585140.277,43.10167412049365,0.0
uttar pradesh,gujarat,0.0,uttar pradesh,426870393333.3333,18398828585140.277,43.10167412049365,0.0
uttar pradesh,haryana,28099045000.0,uttar pradesh,426870393333.3333,18398828585140.277,43.10167412049365,1211115880687.0864
uttar pradesh,himachal pradesh,0.0,uttar pradesh,426870393333.3333,18398828585140.277,43.10167412049365,0.0
uttar pradesh,jammu and kashmir,0.0,uttar pradesh,426870393333.3333,18398828585140.277,43.10167412049365,0.0
uttar pradesh,jharkhand,0.0,uttar pradesh,426870393333.3333,18398828585140.277,43.10167412049365,0.0
uttar pradesh,karnataka,2831010000.0,uttar pradesh,426870393333.3333,18398828585140.277,43.10167412049365,122021270451.85872
uttar pradesh,kerala,0.0,uttar pradesh,426870393333.3333,18398828585140.277,43.10167412049365,0.0
uttar pradesh,madhya pradesh,0.0,uttar pradesh,426870393333.3333,18398828585140.277,43.10167412049365,0.0
uttar pradesh,maharashtra,33071545000.0,uttar pradesh,426870393333.3333,18398828585140.277,43.10167412049365,1425438955251.2412
uttar pradesh,manipur,0.0,uttar pradesh,426870393333.3333,18398828585140.277,43.10167412049365,0.0
uttar pradesh,meghalaya,0.0,uttar pradesh,426870393333.3333,18398828585140.277,43.10167412049365,0.0
uttar pradesh,mizoram,0.0,uttar pradesh,426870393333.3333,18398828585140.277,43.10167412049365,0.0
uttar pradesh,nagaland,0.0,uttar pradesh,426870393333.3333,18398828585140.277,43.10167412049365,0.0
uttar pradesh,odisha,0.0,uttar pradesh,426870393333.3333,18398828585140.277,43.10167412049365,0.0
uttar pradesh,puducherry,0.0,uttar pradesh,426870393333.3333,18398828585140.277,43.10167412049365,0.0
uttar pradesh,punjab,0.0,uttar pradesh,426870393333.3333,18398828585140.277,43.10167412049365,0.0
uttar pradesh,rajasthan,0.0,uttar pradesh,426870393333.3333,18398828585140.277,43.10167412049365,0.0
uttar pradesh,tamil nadu,212814758333.3333,uttar pradesh,426870393333.3333,18398828585140.277,43.10167412049365,9172672361714.941
uttar pradesh,telangana,88311600000.0,uttar pradesh,426870393333.3333,18398828585140.277,43.10167412049365,3806377804259.3867
uttar pradesh,tripura,0.0,uttar pradesh,426870393333.3333,18398828585140.277,43.10167412049365,0.0
uttar pradesh,uttarakhand,0.0,uttar pradesh,426870393333.3333,18398828585140.277,43.10167412049365,0.0
uttar pradesh,west bengal,30246700000.0,uttar pradesh,426870393333.3333,18398828585140.277,43.10167412049365,1303683406620.3352
uttarakhand,andhra pradesh,0.0,uttarakhand,0.0,356714880416.2455,0.0,0.0
uttarakhand,arunachal pradesh,0.0,uttarakhand,0.0,356714880416.2455,0.0,0.0
uttarakhand,assam,0.0,uttarakhand,0.0,356714880416.2455,0.0,0.0
uttarakhand,bihar,0.0,uttarakhand,0.0,356714880416.2455,0.0,0.0
uttarakhand,chandigarh,0.0,uttarakhand,0.0,356714880416.2455,0.0,0.0
uttarakhand,chhattisgarh,0.0,uttarakhand,0.0,356714880416.2455,0.0,0.0
uttarakhand,daman and diu,0.0,uttarakhand,0.0,356714880416.2455,0.0,0.0
uttarakhand,delhi,0.0,uttarakhand,0.0,356714880416.2455,0.0,0.0
uttarakhand,goa,0.0,uttarakhand,0.0,356714880416.2455,0.0,0.0
uttarakhand,gujarat,0.0,uttarakhand,0.0,356714880416.2455,0.0,0.0
uttarakhand,haryana,0.0,uttarakhand,0.0,356714880416.2455,0.0,0.0
uttarakhand,himachal pradesh,0.0,uttarakhand,0.0,356714880416.2455,0.0,0.0
uttarakhand,jammu and kashmir,0.0,uttarakhand,0.0,356714880416.2455,0.0,0.0
uttarakhand,jharkhand,0.0,uttarakhand,0.0,356714880416.2455,0.0,0.0
uttarakhand,karnataka,0.0,uttarakhand,0.0,356714880416.2455,0.0,0.0
uttarakhand,kerala,0.0,uttarakhand,0.0,356714880416.2455,0.0,0.0
uttarakhand,madhya pradesh,0.0,uttarakhand,0.0,356714880416.2455,0.0,0.0
uttarakhand,maharashtra,0.0,uttarakhand,0.0,356714880416.2455,0.0,0.0
uttarakhand,manipur,0.0,uttarakhand,0.0,356714880416.2455,0.0,0.0
uttarakhand,meghalaya,0.0,uttarakhand,0.0,356714880416.2455,0.0,0.0
uttarakhand,mizoram,0.0,uttarakhand,0.0,356714880416.2455,0.0,0.0
uttarakhand,nagaland,0.0,uttarakhand,0.0,356714880416.2455,0.0,0.0
uttarakhand,odisha,0.0,uttarakhand,0.0,356714880416.2455,0.0,0.0
uttarakhand,puducherry,0.0,uttarakhand,0.0,356714880416.2455,0.0,0.0
uttarakhand,punjab,0.0,uttarakhand,0.0,356714880416.2455,0.0,0.0
uttarakhand,rajasthan,0.0,uttarakhand,0.0,356714880416.2455,0.0,0.0
uttarakhand,tamil nadu,0.0,uttarakhand,0.0,356714880416.2455,0.0,0.0
uttarakhand,telangana,0.0,uttarakhand,0.0,356714880416.2455,0.0,0.0
uttarakhand,tripura,0.0,uttarakhand,0.0,356714880416.2455,0.0,0.0
uttarakhand,uttar pradesh,0.0,uttarakhand,0.0,356714880416.2455,0.0,0.0
uttarakhand,west bengal,0.0,uttarakhand,0.0,356714880416.2455,0.0,0.0
west bengal,andhra pradesh,17577787500.0,west bengal,447811747500.0,12780174653934.268,28.539167909913456,501655428947.2779
west bengal,arunachal pradesh,0.0,west bengal,447811747500.0,12780174653934.268,28.539167909913456,0.0
west bengal,assam,2947035000.0,west bengal,447811747500.0,12780174653934.268,28.539167909913456,84105926701.3918
west bengal,bihar,7245485000.0,west bengal,447811747500.0,12780174653934.268,28.539167909913456,206780113003.7593
